uzfrbpupf-NaN-412321751	description	1#18#B#-1#0#61#1#122.473387#36.91968#722#511#36####0##0#0#0#0#412321751#uzfrbpupf#NaN#0
uzfrbpupf-NaN-412321751	1#18#B#-1#0#61#1#122.473387#36.91968#722#511#36####0##0#0#0#0#412321751#uzfrbpupf#NaN#0
